监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
S1-JM1,3796.316,7657.852,0.2,0-0.2,0,0.2,S1-JM1-1,7.61,ND,ND,ND,ND,ND,0.61,ND,ND,/,,工作井以北,2,4.062
S1-JM1,3796.316,7657.852,1.5,1.3-1.5,1.3,1.5,S1-JM1-2,8.11,ND,ND,ND,ND,ND,0.11,ND,ND,/,,工作井以北,2,4.062
S1-JM1,3796.316,7657.852,4,3.8-4.0,3.8,4,S1-JM1-3,7.01,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.062
S1-JM2,3769.726,7656.872,0.2,0-0.2,0,0.2,S1-JM2-1,8.01,ND,ND,ND,ND,ND,ND,0.0799,ND,/,,工作井以北,2,3.589
S1-JM2,3769.726,7656.872,1.5,1.3-1.5,1.3,1.5,S1-JM2-2,6.82,0.4,0.4,0.4,ND,0.3,0.11,ND,ND,/,,工作井以北,2,3.589
S1-JM2,3769.726,7656.872,4,3.8-4.0,3.8,4,S1-JM2-3,8.02,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.589
S2-JM2,3702.189,7700.368,0.2,0-0.2,0,0.2,S2-JM2-1,8.14,0.3,0.2,0.4,ND,0.3,ND,ND,ND,/,,工作井以北,2,4.03
S2-JM2,3702.189,7700.368,1.5,1.3-1.5,1.3,1.5,S2-JM2-2,8.64,0.3,0.3,0.3,ND,0.2,ND,ND,ND,/,,工作井以北,2,4.03
S2-JM2,3702.189,7700.368,4,3.8-4.0,3.8,4,S2-JM2-3,8.4,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.03
S3-JM1,3665.791,7712.022,0.2,0-0.2,0,0.2,S3-JM1-1,7.36,0.1,0.1,ND,ND,0.1,ND,ND,0.0574,/,,工作井以北,2,4.276
S3-JM1,3665.791,7712.022,2,1.8-2.0,1.8,2,S3-JM1-2,8.69,0.4,0.3,0.4,ND,0.2,1.98,0.675,9.76,/,,工作井以北,2,4.276
S3-JM1,3665.791,7712.022,3,2.8-3.0,2.8,3,S3-JM1-3,9.54,ND,ND,ND,ND,ND,1.75,0.248,3.51,/,,工作井以北,4,4.276
S3-JM1,3665.791,7712.022,4,3.8-4.0,3.8,4,S3-JM1-4,8.95,ND,ND,ND,ND,ND,0.71,3,6.99,/,,工作井以北,4,4.276
S3-JM1,3665.791,7712.022,6,5.8-6.0,5.8,6,S3-JM1-5,8.62,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,4.276
S3-JM2,3660.412,7734.836,0.2,0-0.2,0,0.2,S3-JM2-1,8.26,0.2,0.2,0.3,ND,0.2,ND,ND,ND,/,,工作井以北,2,3.825
S3-JM2,3660.412,7734.836,1.5,1.3-1.5,1.3,1.5,S3-JM2-2,8.02,1.5,1.2,1.9,0.2,1.1,0.13,ND,ND,/,,工作井以北,2,3.825
S3-JM2,3660.412,7734.836,4,3.8-4.0,3.8,4,S3-JM2-3,7.97,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.825
S3-JM2,3660.412,7734.836,6,5.8-6.0,5.8,6,S3-JM2-4,8.48,0.1,ND,ND,ND,ND,ND,0.0628,ND,/,,工作井以北,6,3.825
S4-JM3,3635.443,7779.231,0.2,0-0.2,0,0.2,S4-JM3-1,7.84,16,10.4,19.3,2.7,11.2,4.63,ND,ND,488,17.5,工作井以北,2,4.367
S4-JM3,3635.443,7779.231,2,1.8-2.0,1.8,2,S4-JM3-2,7.83,6.7,4.5,7.9,0.6,5.1,2.12,19,0.332,1100,13.7,工作井以北,2,4.367
S4-JM3,3635.443,7779.231,3,2.8-3.0,2.8,3,S4-JM3-3,8.55,9.4,9.5,10.3,0.5,5.2,96.9,7.93,3.34,1730,13.9,工作井以北,4,4.367
S4-JM3,3635.443,7779.231,4,3.8-4.0,3.8,4,S4-JM3-4,8.53,38.2,39.3,43.2,4.8,22.3,466,5.29,0.2,182,5.4,工作井以北,4,4.367
S4-JM3,3635.443,7779.231,6,5.8-6.0,5.8,6,S4-JM3-5,7.88,ND,ND,ND,ND,ND,ND,1.64,0.216,41,6.1,工作井以北,6,4.367
S4-JM3,3635.443,7779.231,7,6.8-7.0,6.8,7,S4-JM3-6,8.37,ND,ND,ND,ND,ND,ND,0.154,ND,ND,4.9,工作井以北,7,4.367
S4-JM3,3635.443,7779.231,8,7.8-8.0,7.8,8,S4-JM3-7,8.09,ND,ND,ND,ND,ND,ND,ND,ND,ND,3.9,工作井以北,8,4.367
S5-JM1,3600.175,7765.852,0.2,0-0.2,0,0.2,S5-JM1-1,7.75,5.4,2.6,6.4,0.6,4.9,3.04,ND,ND,239,33.3,工作井以北,2,3.876
S5-JM1,3600.175,7765.852,2,1.8-2.0,1.8,2,S5-JM1-2,8.61,3.5,3.5,3.9,0.5,2.3,9.68,2.76,0.236,157,11.1,工作井以北,2,3.876
S5-JM1,3600.175,7765.852,3,2.8-3.0,2.8,3,S5-JM1-3,9.08,12.4,11.3,14.7,1.7,7.7,103,5.36,3.18,414,30.7,工作井以北,4,3.876
S5-JM1,3600.175,7765.852,4,3.8-4.0,3.8,4,S5-JM1-4,8.52,0.1,0.1,ND,ND,0.1,0.45,0.0516,ND,36,5.8,工作井以北,4,3.876
S5-JM1,3600.175,7765.852,6,5.8-6.0,5.8,6,S5-JM1-5,8.19,0.2,0.1,0.2,ND,0.2,1.31,ND,ND,18,5.6,工作井以北,6,3.876
SS2-JM1/S1-JM3,3762.117,7681.87,0.2,0-0.2,0,0.2,SS2-JM1/S1-JM3-1,8.48,0.1,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,2,3.507
SS2-JM1/S1-JM3,3762.117,7681.87,1.5,1.3-1.5,1.3,1.5,SS2-JM1/S1-JM3-2,8.35,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,2,3.507
SS2-JM1/S1-JM3,3762.117,7681.87,4,3.8-4.0,3.8,4,SS2-JM1/S1-JM3-3,7.88,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.507
SS2-JM2,3735.613,7679.088,0.2,0-0.2,0,0.2,SS2-JM2-1,8.24,2.3,2.7,2,0.4,1,2.53,ND,ND,/,,工作井以北,2,3.717
SS2-JM2,3735.613,7679.088,1.5,1.3-1.5,1.3,1.5,SS2-JM2-2,7.68,ND,ND,ND,ND,ND,0.13,ND,ND,/,,工作井以北,2,3.717
SS2-JM2,3735.613,7679.088,4,3.8-4.0,3.8,4,SS2-JM2-3,8.15,ND,ND,ND,ND,ND,0.12,ND,ND,/,,工作井以北,4,3.717
SS2-JM2,3735.613,7679.088,6,5.8-6.0,5.8,6,SS2-JM2-4,8.18,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.717
SS2-JM3/S2-JM1,3731.851,7707.549,0.2,0-0.2,0,0.2,SS2-JM3/S2-JM1-1,7.69,1.3,0.7,1.2,0.2,0.9,0.49,ND,ND,/,,工作井以北,2,4.076
SS2-JM3/S2-JM1,3731.851,7707.549,1.5,1.3-1.5,1.3,1.5,SS2-JM3/S2-JM1-2,8.07,0.4,0.4,0.3,ND,0.2,4.98,2.58,ND,/,,工作井以北,2,4.076
SS2-JM3/S2-JM1,3731.851,7707.549,4,3.8-4.0,3.8,4,SS2-JM3/S2-JM1-3,7.83,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.076
SS4-JM1/S2-JM3,3694.133,7730.165,0.2,0-0.2,0,0.2,SS4-JM1/S2-JM3-1,7.82,0.2,0.1,0.3,ND,0.2,0.21,0.0223,ND,/,,工作井以北,2,4.253
SS4-JM1/S2-JM3,3694.133,7730.165,1.5,1.3-1.5,1.3,1.5,SS4-JM1/S2-JM3-2,8.09,3.9,1.8,3.8,0.4,3.2,0.44,0.0166,ND,/,,工作井以北,2,4.253
SS4-JM1/S2-JM3,3694.133,7730.165,2.5,2.3-2.5,2.3,2.5,SS4-JM1/S2-JM3-3,8.67,5,3.2,3.6,0.7,3.3,13.2,1.64,6.4,/,,工作井以北,4,4.253
SS4-JM1/S2-JM3,3694.133,7730.165,4,3.8-4.0,3.8,4,SS4-JM1/S2-JM3-4,7.81,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.253
SS4-JM2,3671.072,7728.018,0.2,0-0.2,0,0.2,SS4-JM2-1,7.92,1.9,1.5,2.1,0.3,1.4,0.32,ND,ND,/,,工作井以北,2,3.718
SS4-JM2,3671.072,7728.018,2,1.8-2.0,1.8,2,SS4-JM2-2,8.18,2.6,2.1,2.2,0.3,1.6,0.47,0.0482,ND,/,,工作井以北,2,3.718
SS4-JM2,3671.072,7728.018,3,2.8-3.0,2.8,3,SS4-JM2-3,7.81,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.718
SS4-JM2,3671.072,7728.018,4,3.8-4.0,3.8,4,SS4-JM2-4,7.76,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.718
SS4-JM3,3665.597,7753.269,0.2,0-0.2,0,0.2,SS4-JM3-1,7.39,1.7,0.6,1.6,0.3,1.3,0.54,ND,ND,/,,工作井以北,2,4.138
SS4-JM3,3665.597,7753.269,1.5,1.3-1.5,1.3,1.5,SS4-JM3-2,7.66,3.8,4.1,4.5,0.2,2.4,27.2,2.03,ND,/,,工作井以北,2,4.138
SS4-JM3,3665.597,7753.269,3,2.8-3.0,2.8,3,SS4-JM3-3,7.86,4.1,4.1,4.8,0.3,2.4,39.7,0.317,0.203,/,,工作井以北,4,4.138
SS4-JM3,3665.597,7753.269,4,3.8-4.0,3.8,4,SS4-JM3-4,8.35,ND,ND,ND,ND,ND,ND,0.891,ND,/,,工作井以北,4,4.138
SS4-JM3,3665.597,7753.269,6,5.8-6.0,5.8,6,SS4-JM3-5,7.56,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,4.138
SS4-JM3,3665.597,7753.269,7,6.8-7.0,6.8,7,SS4-JM3-6,8.35,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,7,4.138
SS4-JM3,3665.597,7753.269,8,7.8-8.0,7.8,8,SS4-JM3-7,7.15,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,8,4.138
SS5-JM1/S3-JM3,3638.828,7734.012,0.2,0-0.2,0,0.2,SS5-JM1/S3-JM3-1,7.03,0.5,0.4,0.5,ND,0.4,0.2,ND,ND,443,42.7,工作井以北,2,3.931
SS5-JM1/S3-JM3,3638.828,7734.012,1.5,1.3-1.5,1.3,1.5,SS5-JM1/S3-JM3-2,8.25,1,0.9,1.2,0.1,0.7,0.5,0.406,ND,2970,84.6,工作井以北,2,3.931
SS5-JM1/S3-JM3,3638.828,7734.012,3,2.8-3.0,2.8,3,SS5-JM1/S3-JM3-3,9.74,2.3,2.1,2.2,ND,1.6,3.36,0.196,0.0403,411,16.1,工作井以北,4,3.931
SS5-JM1/S3-JM3,3638.828,7734.012,6,5.8-6.0,5.8,6,SS5-JM1/S3-JM3-4,8.15,ND,ND,ND,ND,ND,ND,0.171,ND,95,7.2,工作井以北,6,3.931
SS5-JM2/S4-JM1,3636.844,7754.019,0.2,0-0.2,0,0.2,SS5-JM2/S4-JM1-1,7.75,0.1,ND,ND,ND,0.1,1.13,ND,ND,82,12.1,工作井以北,2,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,1.5,1.3-1.5,1.3,1.5,SS5-JM2/S4-JM1-2,8.23,0.2,0.1,ND,ND,0.1,2.36,ND,ND,177,7.9,工作井以北,2,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,2.5,2.3-2.5,2.3,2.5,SS5-JM2/S4-JM1-3,7.67,0.9,0.7,0.7,ND,0.4,21.7,5.41,11.2,245,13.3,工作井以北,4,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,5,4.8-5.0,4.8,5,SS5-JM2/S4-JM1-4,7.89,ND,ND,ND,ND,ND,0.46,0.344,ND,168,6.9,工作井以北,6,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,6,5.8-6.0,5.8,6,SS5-JM2/S4-JM1-5,7.88,ND,ND,ND,ND,ND,ND,0.0907,ND,46,5.5,工作井以北,6,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,7,6.8-7.0,6.8,7,SS5-JM2/S4-JM1-6,7.63,ND,ND,ND,ND,ND,ND,ND,ND,ND,4.9,工作井以北,7,4.154
SS5-JM2/S4-JM1,3636.844,7754.019,8,7.8-8.0,7.8,8,SS5-JM2/S4-JM1-7,6.93,ND,ND,ND,ND,ND,ND,ND,ND,ND,5.8,工作井以北,8,4.154
SS5-JM3/S4-JM2,3613.578,7757.583,0.2,0-0.2,0,0.2,SS5-JM3/S4-JM2-1,7.23,0.7,0.7,0.4,ND,0.4,15.7,3.82,7.38,420,88.4,工作井以北,2,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,1.5,1.3-1.5,1.3,1.5,SS5-JM3/S4-JM2-2,7.82,9.7,3.8,11.2,1.9,8.8,3.76,ND,ND,418,50,工作井以北,2,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,2.5,2.3-2.5,2.3,2.5,SS5-JM3/S4-JM2-3,7.97,0.9,0.6,0.8,0.1,0.5,6.41,0.343,0.0832,1290,29.3,工作井以北,4,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,4,3.8-4.0,3.8,4,SS5-JM3/S4-JM2-4,8.36,0.3,0.1,0.2,ND,0.2,1.61,1.49,0.319,46,5,工作井以北,4,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,6,5.8-6.0,5.8,6,SS5-JM3/S4-JM2-5,8.32,ND,ND,ND,ND,ND,0.24,ND,ND,37,5.6,工作井以北,6,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,7,6.8-7.0,6.8,7,SS5-JM3/S4-JM2-6,7.77,0.4,0.3,0.4,ND,0.2,3.77,0.171,0.0373,9,7.5,工作井以北,7,3.842
SS5-JM3/S4-JM2,3613.578,7757.583,8,7.8-8.0,7.8,8,SS5-JM3/S4-JM2-7,8.23,ND,ND,ND,ND,ND,0.92,0.0219,ND,14,6.9,工作井以北,8,3.842
SS6-JM1,3681.404,7775.271,0.2,0-0.2,0,0.2,SS6-JM1-1,8.44,ND,ND,ND,ND,ND,ND,0.0482,ND,/,,工作井以北,2,3.816
SS6-JM1,3681.404,7775.271,1.5,1.3-1.5,1.3,1.5,SS6-JM1-2,7.87,6.9,5.1,8.3,0.7,6.1,1.53,0.269,ND,/,,工作井以北,2,3.816
SS6-JM1,3681.404,7775.271,4,3.8-4.0,3.8,4,SS6-JM1-3,8.63,ND,ND,ND,ND,ND,0.53,0.201,ND,/,,工作井以北,4,3.816
SS6-JM1,3681.404,7775.271,6,5.8-6.0,5.8,6,SS6-JM1-4,8.13,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.816
SS6-JM2,3665.194,7767.811,0.2,0-0.2,0,0.2,SS6-JM2-1,7.72,13.7,14.2,15.3,1,7.5,121,ND,ND,/,,工作井以北,2,3.931
SS6-JM2,3665.194,7767.811,2,1.8-2.0,1.8,2,SS6-JM2-2,8.26,4.4,4.1,5.1,0.3,2.7,34,1.93,0.162,/,,工作井以北,2,3.931
SS6-JM2,3665.194,7767.811,4,3.8-4.0,3.8,4,SS6-JM2-3,8.47,ND,ND,ND,ND,ND,0.21,0.352,ND,/,,工作井以北,4,3.931
SS6-JM2,3665.194,7767.811,6,5.8-6.0,5.8,6,SS6-JM2-4,8.3,ND,ND,ND,ND,ND,0.76,0.784,ND,/,,工作井以北,6,3.931
SS6-JM3,3670.455,7783.819,0.2,0-0.2,0,0.2,SS6-JM3-1,7.71,6.6,3.1,7.9,1.1,5.6,1.24,ND,ND,/,,工作井以北,2,3.695
SS6-JM3,3670.455,7783.819,2,1.8~2.0,1.8,2,SS6-JM3-2,7.95,8.3,9.5,9.5,0.9,4.5,65.2,7.46,3.93,/,,工作井以北,2,3.695
SS6-JM3,3670.455,7783.819,4,3.8-4.0,3.8,4,SS6-JM3-3,8.37,ND,ND,ND,ND,ND,1.31,3.75,0.0555,/,,工作井以北,4,3.695
SS6-JM3,3670.455,7783.819,6,5.8-6.0,5.8,6,SS6-JM3-4,8.5,ND,ND,ND,ND,ND,0.26,1.94,0.0166,/,,工作井以北,6,3.695
SS6-JM4,3678.175,7785.425,0.2,0-0.2,0,0.2,SS6-JM4-1,7.9,0.3,0.1,0.2,ND,0.2,0.17,ND,ND,/,,工作井以北,2,3.497
SS6-JM4,3678.175,7785.425,1.5,1.3-1.5,1.3,1.5,SS6-JM4-2,8.03,3.9,4.7,4.5,0.4,2.2,18.6,1.96,0.179,/,,工作井以北,2,3.497
SS6-JM4,3678.175,7785.425,3,2.8-3.0,2.8,3,SS6-JM4-3,7.84,8.2,9.7,8.9,0.9,4.8,49.9,6.18,1.91,/,,工作井以北,4,3.497
SS6-JM4,3678.175,7785.425,4,3.8-4.0,3.8,4,SS6-JM4-4,8.66,ND,ND,ND,ND,ND,0.23,2.51,0.0524,/,,工作井以北,4,3.497
SS6-JM4,3678.175,7785.425,6,5.8-6.0,5.8,6,SS6-JM4-5,8.7,ND,ND,ND,ND,ND,ND,2.97,ND,/,,工作井以北,6,3.497
SS7-JM1,3588.681,7773.641,0.2,0-0.2,0,0.2,SS7-JM1-1,7.62,1.4,0.6,1.2,0.2,0.9,0.69,ND,ND,/,,工作井以北,2,3.964
SS7-JM1,3588.681,7773.641,1.5,1.3-1.5,1.3,1.5,SS7-JM1-2,7.87,1.3,0.6,0.9,0.2,0.7,0.66,ND,ND,/,,工作井以北,2,3.964
SS7-JM1,3588.681,7773.641,2.5,2.3-2.5,2.3,2.5,SS7-JM1-3,8.37,0.4,0.4,0.3,ND,0.3,6.94,6.16,2.5,/,,工作井以北,4,3.964
SS7-JM1,3588.681,7773.641,4,3.8-4.0,3.8,4,SS7-JM1-4,8.04,ND,ND,ND,ND,ND,ND,0.0309,ND,/,,工作井以北,4,3.964
SS7-JM1,3588.681,7773.641,6,5.8-6.0,5.8,6,SS7-JM1-5,7.94,0.2,0.1,ND,ND,0.2,1.25,ND,ND,/,,工作井以北,6,3.964
SS7-JM2,3577.07,7799.865,0.2,0-0.2,0,0.2,SS7-JM2-1,7.54,7.4,4,8.4,1.4,6.4,13.1,ND,ND,324,,工作井以北,2,4.622
SS7-JM2,3577.07,7799.865,1.5,1.3-1.5,1.3,1.5,SS7-JM2-2,8.39,41.8,43.4,51.9,4.6,25.2,476,5.17,5.86,2430,,工作井以北,2,4.622
SS7-JM2,3577.07,7799.865,2.5,2.3-2.5,2.3,2.5,SS7-JM2-3,8.99,3.2,3.2,3.5,0.3,1,19.4,4.7,2.79,628,,工作井以北,4,4.622
SS7-JM2,3577.07,7799.865,5,4.8-5.0,4.8,5,SS7-JM2-4,7.51,22,22.9,24.4,2.7,13,155,5.77,10.3,1090,,工作井以北,6,4.622
SS7-JM2,3577.07,7799.865,6,5.8-6.0,5.8,6,SS7-JM2-5,8.2,ND,0.1,ND,ND,ND,0.14,0.0228,ND,10,,工作井以北,6,4.622
SS7-JM3/SS8-JM3,3600.009,7795.441,0.2,0-0.2,0,0.2,SS7-JM3/SS8-JM3-1,7.68,9.1,4.9,11.5,1.9,8.1,2.57,ND,ND,/,,工作井以北,2,4.619
SS7-JM3/SS8-JM3,3600.009,7795.441,1.5,1.3-1.5,1.3,1.5,SS7-JM3/SS8-JM3-2,9.29,30.4,30.7,36.6,4.2,18.2,330,14.5,9.04,/,,工作井以北,2,4.619
SS7-JM3/SS8-JM3,3600.009,7795.441,3,2.8-3.0,2.8,3,SS7-JM3/SS8-JM3-3,7.99,2,1.3,2.1,0.2,1.6,5.7,ND,ND,/,,工作井以北,4,4.619
SS7-JM3/SS8-JM3,3600.009,7795.441,4,3.8-4.0,3.8,4,SS7-JM3/SS8-JM3-4,8.41,0.8,0.7,0.5,ND,0.4,5.31,ND,ND,/,,工作井以北,4,4.619
SS7-JM3/SS8-JM3,3600.009,7795.441,6,5.8-6.0,5.8,6,SS7-JM3/SS8-JM3-5,8.07,ND,ND,ND,ND,ND,0.21,ND,ND,/,,工作井以北,6,4.619
SS8-JM1,3621.8848,7792.6914,0.2,0-0.2,0,0.2,SS8-JM1-1,7.9,9.9,4.6,11.9,1.9,9,5.17,ND,ND,574,23.7,工作井以北,2,4.332
SS8-JM1,3621.8848,7792.6914,1.5,1.3-1.5,1.3,1.5,SS8-JM1-2,7.8,20,18.5,23.6,2.3,12.3,128,30.2,5.62,1030,19.2,工作井以北,2,4.332
SS8-JM1,3621.8848,7792.6914,4,3.8-4.0,3.8,4,SS8-JM1-3,8.3,0.8,0.7,0.5,ND,0.4,9.1,3.73,0.175,384,6,工作井以北,4,4.332
SS8-JM1,3621.8848,7792.6914,5,4.8-5.0,4.8,5,SS8-JM1-4,8.1,0.3,0.2,ND,ND,0.2,1.99,ND,ND,167,5.9,工作井以北,6,4.332
SS8-JM1,3621.8848,7792.6914,6,5.8-6.0,5.8,6,SS8-JM1-5,8.16,ND,ND,ND,ND,ND,0.45,0.187,ND,19,5.6,工作井以北,6,4.332
SS8-JM2,3593.749,7815.162,0.2,0-0.2,0,0.2,SS8-JM2-1,7.64,0.5,0.2,0.3,ND,0.4,0.73,ND,ND,107,,工作井以北,2,4.636
SS8-JM2,3593.749,7815.162,1.5,1.3-1.5,1.3,1.5,SS8-JM2-2,7.82,0.9,0.5,0.7,0.1,0.5,0.53,0.134,ND,152,,工作井以北,2,4.636
SS8-JM2,3593.749,7815.162,2.5,2.3-2.5,2.3,2.5,SS8-JM2-3,7.91,113,120,120,14.7,69.9,1994,11.3,5.02,28600,,工作井以北,4,4.636
SS8-JM2,3593.749,7815.162,5,4.8-5.0,4.8,5,SS8-JM2-4,8.5,2.1,2.2,1.5,0.2,1,31.7,1.92,1.26,565,,工作井以北,6,4.636
SS8-JM2,3593.749,7815.162,6,5.8-6.0,5.8,6,SS8-JM2-5,8.08,0.6,0.5,0.4,ND,0.3,8.4,1.11,0.857,151,,工作井以北,6,4.636
BCJM-1,3750.962,7666.862,0.2,0-0.2,0,0.2,BCJM-1-1,10.08,0.2,0.2,0.2,ND,0.2,8.32,0.0426,0.343,/,,工作井以北,2,3.787
BCJM-1,3750.962,7666.862,1.5,1.3-1.5,1.3,1.5,BCJM-1-2,11.68,49.7,59.9,43.1,6.1,26.7,30.4,ND,ND,/,,工作井以北,2,3.787
BCJM-1,3750.962,7666.862,3,2.8-3.0,2.8,3,BCJM-1-3,8.25,1.3,2.3,1.2,0.2,0.6,0.46,ND,ND,/,,工作井以北,4,3.787
BCJM-1,3750.962,7666.862,4,3.8-4.0,3.8,4,BCJM-1-4,8.82,0.3,0.5,0.2,ND,0.2,0.13,ND,ND,/,,工作井以北,4,3.787
BCJM-1,3750.962,7666.862,6,5.8-6.0,5.8,6,BCJM-1-5,8.25,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.787
BCJM-2,3727.374,7667.489,0.2,0-0.2,0,0.2,BCJM-2-1,8.63,0.7,0.6,0.6,0.1,0.4,0.11,ND,ND,/,,工作井以北,2,3.977
BCJM-2,3727.374,7667.489,1.5,1.3-1.5,1.3,1.5,BCJM-2-2,7.69,2.4,2.3,2.4,0.5,1.4,0.1,ND,ND,/,,工作井以北,2,3.977
BCJM-2,3727.374,7667.489,3,2.8-3.0,2.8,3,BCJM-2-3,7.86,0.1,0.1,ND,ND,0.1,ND,ND,ND,/,,工作井以北,4,3.977
BCJM-2,3727.374,7667.489,4,3.8-4.0,3.8,4,BCJM-2-4,8.45,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.977
BCJM-2,3727.374,7667.489,6,5.8-6.0,5.8,6,BCJM-2-5,7.8,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.977
BCJM-3,3711.151,7676.756,0.2,0-0.2,0,0.2,BCJM-3-1,8.12,1.4,1.2,1.1,0.2,0.8,3.56,ND,ND,/,,工作井以北,2,3.998
BCJM-3,3711.151,7676.756,2,1.8-2.0,1.8,2,BCJM-3-2,8.49,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,2,3.998
BCJM-3,3711.151,7676.756,3,2.8-3.0,2.8,3,BCJM-3-3,8.43,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.998
BCJM-3,3711.151,7676.756,4,3.8-4.0,3.8,4,BCJM-3-4,8.4,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,3.998
BCJM-3,3711.151,7676.756,6,5.8-6.0,5.8,6,BCJM-3-5,7.79,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.998
BCJM-4,3719.873,7691.021,0.2,0-0.2,0,0.2,BCJM-4-1,7.9,0.5,0.3,0.4,ND,0.4,0.42,1.05,ND,/,,工作井以北,2,3.868
BCJM-4,3719.873,7691.021,1.5,1.3-1.5,1.3,1.5,BCJM-4-2,7.93,0.2,0.1,ND,ND,0.1,0.11,0.047,ND,/,,工作井以北,2,3.868
BCJM-4,3719.873,7691.021,3,2.8-3.0,2.8,3,BCJM-4-3,8.52,5.8,5,4.5,0.8,3.3,32.7,0.186,0.466,/,,工作井以北,4,3.868
BCJM-4,3719.873,7691.021,4,3.8-4.0,3.8,4,BCJM-4-4,7.62,1.2,0.7,0.9,0.2,0.8,2.08,ND,ND,/,,工作井以北,4,3.868
BCJM-4,3719.873,7691.021,6,5.8-6.0,5.8,6,BCJM-4-5,8.84,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,3.868
BCJM-5,3693.529,7690.888,0.2,0-0.2,0,0.2,BCJM-5-1,7.66,0.2,0.1,0.2,ND,0.1,0.26,ND,ND,/,,工作井以北,2,4.233
BCJM-5,3693.529,7690.888,1.5,1.3-1.5,1.3,1.5,BCJM-5-2,8.05,0.4,0.3,0.4,ND,0.3,0.12,ND,ND,/,,工作井以北,2,4.233
BCJM-5,3693.529,7690.888,3,2.8-3.0,2.8,3,BCJM-5-3,9.1,0.1,0.1,ND,ND,0.1,ND,ND,ND,/,,工作井以北,4,4.233
BCJM-5,3693.529,7690.888,4,3.8-4.0,3.8,4,BCJM-5-4,9.22,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.233
BCJM-5,3693.529,7690.888,6,5.8-6.0,5.8,6,BCJM-5-5,8.89,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,4.233
BCJM-6,3681.194,7703.45,0.2,0-0.2,0,0.2,BCJM-6-1,8.25,2.4,2.2,2.8,0.3,1.5,0.6,ND,ND,/,,工作井以北,2,4.221
BCJM-6,3681.194,7703.45,1.5,1.3-1.5,1.3,1.5,BCJM-6-2,7.66,1.1,1,1.1,0.2,0.7,0.22,ND,ND,/,,工作井以北,2,4.221
BCJM-6,3681.194,7703.45,3,2.8-3.0,2.8,3,BCJM-6-3,9.3,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.221
BCJM-6,3681.194,7703.45,4,3.8-4.0,3.8,4,BCJM-6-4,8.63,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.221
BCJM-6,3681.194,7703.45,6,5.8-6.0,5.8,6,BCJM-6-5,8.95,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,6,4.221
BCJM-7,3650.021,7767.605,0.2,0-0.2,0,0.2,BCJM-7-1,8,15.3,8.1,18.1,3.2,13.1,7.52,0.0206,ND,498,12.2,工作井以北,2,4.249
