监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
JM(M-S9)4,3554.5735,7710.1774,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S9)3/JM(M-S14)1,3567.481,7727.2347,0.5,0-0.5,0,0.5,,/,7.6,6.1,8.5,0.8,3,33.4,0.46,/,/,10.9,煤气厂,,
JM(M-S9)3/JM(M-S14)1,3567.481,7727.2347,1.5,1.0-1.5,1,1.5,,/,12.9,10.9,9.2,1.3,5.1,88.5,<0.0019,/,/,17,煤气厂,,
JM(M-S9)3/JM(M-S14)1,3567.481,7727.2347,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.26,<0.0019,/,/,/,煤气厂,,
JM(M-S8)1/JM(M-S7)2,3553.7111,7653.3773,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)1/JM(M-S7)2,3553.7111,7653.3773,1.5,1.0-1.5,1,1.5,,/,43.5,28,32,5.1,21.6,290,/,/,/,/,煤气厂,,
JM(M-S8)1/JM(M-S7)2,3553.7111,7653.3773,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)1/JM(M-S7)2,3553.7111,7653.3773,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)2,3554.5362,7679.3975,0.5,0-0.5,0,0.5,,/,0.1,<0.1,<0.2,<0.1,<0.1,0.31,/,/,/,84.3,煤气厂,,
JM(M-S8)2,3554.5362,7679.3975,1.5,1.0-1.5,1,1.5,,/,6.2,2.6,3.5,0.9,4,2.11,/,/,/,33.9,煤气厂,,
JM(M-S8)2,3554.5362,7679.3975,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.41,/,/,/,6.78,煤气厂,,
JM(M-S8)3,3531.6737,7676.427,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)3,3531.6737,7676.427,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)4/JM(M-S7)3,3529.8121,7652.6791,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)4/JM(M-S7)3,3529.8121,7652.6791,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.66,/,/,/,/,煤气厂,,
JM(M-S8)4/JM(M-S7)3,3529.8121,7652.6791,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S8)4/JM(M-S7)3,3529.8121,7652.6791,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
M-S7,3541.6066,7640.5099,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
M-S7,3541.6066,7640.5099,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)1,3554.8872,7629.9827,0.5,0-0.5,0,0.5,,/,0.2,0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)1,3554.8872,7629.9827,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)1,3554.8872,7629.9827,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)1,3554.8872,7629.9827,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)4,3531.0794,7627.2293,0.5,0-0.5,0,0.5,,/,0.1,0.1,0.2,<0.1,0.1,0.45,/,/,/,/,煤气厂,,
JM(M-S7)4,3531.0794,7627.2293,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)4,3531.0794,7627.2293,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S7)4,3531.0794,7627.2293,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S13)1,3544.0101,7690.8855,0.5,0-0.5,0,0.5,,/,108,82.2,45.1,12.6,50.6,8841,/,/,/,6.13,煤气厂,,
JM(M-S13)1,3544.0101,7690.8855,1.5,1.0-1.5,1,1.5,,/,12.6,4.2,7.2,1.3,5.9,42.8,/,/,/,8,煤气厂,,
JM(M-S13)1,3544.0101,7690.8855,4,3.5-4.0,3.5,4,,/,0.2,0.4,<0.2,<0.1,0.1,49.3,<0.0019,/,/,5.7,煤气厂,,
JM(M-S13)1,3544.0101,7690.8855,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.75,<0.0019,/,/,/,煤气厂,,
JM(M-S13)3,3520.3972,7712.1334,0.5,0-0.5,0,0.5,,/,9.4,6.6,6.4,1,4.2,18,/,/,/,/,煤气厂,,
JM(M-S13)3,3520.3972,7712.1334,1.5,1.0-1.5,1,1.5,,/,8.4,6.2,6.8,0.8,5.3,148,/,/,/,/,煤气厂,,
JM(M-S13)3,3520.3972,7712.1334,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S13)3,3520.3972,7712.1334,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S13)4,3521.59,7686.9981,0.5,0-0.5,0,0.5,,/,8.8,5.4,8,1,5.6,3.29,/,/,/,/,煤气厂,,
JM(M-S13)4,3521.59,7686.9981,1.5,1.0-1.5,1,1.5,,/,48,21.7,27.8,7.2,30.4,196,/,/,/,/,煤气厂,,
JM(M-S13)4,3521.59,7686.9981,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,15.6,<0.0019,/,/,/,煤气厂,,
JM(M-S13)4,3521.59,7686.9981,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,9.13,<0.0019,/,/,/,煤气厂,,
JM(M-S13)2/JM(M-S14)4,3543.535,7718.2043,0.5,0-0.5,0,0.5,,/,8.1,7.7,7.8,1.2,4.4,7.52,/,/,/,/,煤气厂,,
JM(M-S13)2/JM(M-S14)4,3543.535,7718.2043,1.5,1.0-1.5,1,1.5,,/,14.5,15.8,17.3,2,8,7.04,/,/,/,/,煤气厂,,
JM(M-S13)2/JM(M-S14)4,3543.535,7718.2043,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S13)2/JM(M-S14)4,3543.535,7718.2043,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R2-S2)1/JM(M-S14)3,3545.0538,7742.6429,0.5,0-0.5,0,0.5,,/,9.9,6.5,6.9,1.1,5.5,7.82,0.23,/,/,/,煤气厂,,
JM(R2-S2)1/JM(M-S14)3,3545.0538,7742.6429,1.5,1.0-1.5,1,1.5,,/,153,85.2,87.8,24.2,99.9,63.2,89.4,/,/,/,煤气厂,,
JM(R2-S2)1/JM(M-S14)3,3545.0538,7742.6429,4,3.5-4.0,3.5,4,,/,18.2,10.7,9.8,4.3,8.5,10.8,3.69,/,/,/,煤气厂,,
JM(R2-S2)1/JM(M-S14)3,3545.0538,7742.6429,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.31,/,/,/,/,煤气厂,,
JM(R2-S2)2/JM(E-S1)4,3546.5365,7762.7074,0.5,0-0.5,0,0.5,,/,76.3,61.8,48,4.6,24.7,64.7,<0.0019,/,/,/,煤气厂,,
JM(R2-S2)2/JM(E-S1)4,3546.5365,7762.7074,1.5,1.0-1.5,1,1.5,,/,0.5,0.5,0.4,<0.1,0.2,0.77,<0.0019,/,/,/,煤气厂,,
JM(R2-S2)2/JM(E-S1)4,3546.5365,7762.7074,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(R2-S2)3/JM(E-S3)1,3520.2916,7758.9674,0.5,0-0.5,0,0.5,,/,1,0.5,0.9,<0.1,0.5,1.57,/,/,/,/,煤气厂,,
JM(R2-S2)3/JM(E-S3)1,3520.2916,7758.9674,1.5,1.0-1.5,1,1.5,,/,134,82.7,84.6,6.4,60.3,7008,/,/,/,/,煤气厂,,
JM(R2-S2)3/JM(E-S3)1,3520.2916,7758.9674,4,3.5-4.0,3.5,4,,/,0.3,0.2,0.2,<0.1,0.2,12.2,/,/,/,/,煤气厂,,
JM(R2-S2)4,3523.5425,7736.3083,0.5,0-0.5,0,0.5,,/,0.6,0.4,0.4,<0.1,0.3,12.2,/,/,/,/,煤气厂,,
JM(R2-S2)4,3523.5425,7736.3083,1.5,1.0-1.5,1,1.5,,/,0.2,0.1,0.2,<0.1,0.1,13.4,/,/,/,/,煤气厂,,
JM(R2-S2)4,3523.5425,7736.3083,4,3.5-4.0,3.5,4,,/,1.2,0.8,0.8,<0.1,0.5,22.8,/,/,/,/,煤气厂,,
JM(E-S1)2,3569.5676,7785.8073,0.5,0-0.5,0,0.5,,/,4.9,2.9,6.6,<0.1,3.8,2.14,/,/,/,/,煤气厂,,
JM(E-S1)2,3569.5676,7785.8073,1.5,1.0-1.5,1,1.5,,/,7.2,4,9.2,<0.1,4.9,3.85,/,/,/,/,煤气厂,,
JM(E-S1)2,3569.5676,7785.8073,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S1)3,3547.7738,7783.2677,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S1)3,3547.7738,7783.2677,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.22,/,/,/,/,煤气厂,,
JM(M-S17)1,3511.2632,7701.2909,0.5,0-0.5,0,0.5,,/,1.3,0.9,1.1,<0.1,0.6,8.8,/,/,/,/,煤气厂,,
JM(M-S17)1,3511.2632,7701.2909,1.5,1.0-1.5,1,1.5,,/,59.4,34.9,40.9,5.6,28.2,51.8,/,/,/,/,煤气厂,,
JM(M-S17)1,3511.2632,7701.2909,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S17)1,3511.2632,7701.2909,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S17)2,3508.0088,7724.5936,0.5,0-0.5,0,0.5,,/,5.3,6.4,6,<0.1,2.8,85.5,/,/,/,/,煤气厂,,
JM(M-S17)2,3508.0088,7724.5936,1.5,1.0-1.5,1,1.5,,/,1.1,1.2,1.3,<0.1,0.6,1.83,/,/,/,/,煤气厂,,
JM(M-S17)3,3487.9993,7722.2795,0.5,0-0.5,0,0.5,,/,27.2,25.9,28.8,4.8,12.7,59.6,/,/,/,/,煤气厂,,
JM(M-S17)3,3487.9993,7722.2795,1.5,1.0-1.5,1,1.5,,/,18.2,17.6,15.9,3.2,7.3,89.8,/,/,/,/,煤气厂,,
JM(M-S17)3,3487.9993,7722.2795,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S17)3,3487.9993,7722.2795,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.13,/,/,/,/,煤气厂,,
JM(M-S17)4,3490.3283,7702.2582,0.5,0-0.5,0,0.5,,/,9.7,6.8,7.1,1.1,4.7,39.8,0.16,/,/,/,煤气厂,,
JM(M-S17)4,3490.3283,7702.2582,1.5,1.0-1.5,1,1.5,,/,9.4,6.6,7,1.3,4.8,45.8,0.09,/,/,/,煤气厂,,
JM(M-S17)4,3490.3283,7702.2582,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.17,0.04,/,/,/,煤气厂,,
JM(M-S17)4,3490.3283,7702.2582,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.02,/,/,/,煤气厂,,
M-S16,3468.3564,7701.1037,4,3.5-4.0,3.5,4,,/,5,5.9,6.5,1,2.3,216,10,/,/,/,煤气厂,,
JM(M-S16)1,3480.6497,7690.7461,0.5,0-0.5,0,0.5,,/,6.6,5.8,4.4,0.9,3.2,12.8,1.8,/,/,/,煤气厂,,
JM(M-S16)1,3480.6497,7690.7461,1.5,1.0-1.5,1,1.5,,/,1.5,1.1,1.1,0.2,0.7,41.4,10.4,/,/,/,煤气厂,,
JM(M-S16)1,3480.6497,7690.7461,4,3.5-4.0,3.5,4,,/,38.6,26.5,28.8,4.3,18.9,1157,48.5,/,/,/,煤气厂,,
JM(M-S16)1,3480.6497,7690.7461,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,16.7,6.46,/,/,/,煤气厂,,
JM(M-S16)1,3480.6497,7690.7461,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,0.6,/,/,/,煤气厂,,
JM(M-S16)2,3478.6179,7712.0127,0.5,0-0.5,0,0.5,,/,2.3,1.3,1.6,<0.1,1.1,4.67,1.39,/,/,/,煤气厂,,
JM(M-S16)2,3478.6179,7712.0127,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.64,1.08,/,/,/,煤气厂,,
JM(M-S16)2,3478.6179,7712.0127,4,3.5-4.0,3.5,4,,/,3.5,2.4,1.9,0.7,1.9,42.2,<0.0019,/,/,/,煤气厂,,
JM(M-S16)2,3478.6179,7712.0127,6,5.5-6.0,5.5,6,,/,2.21,1.4,0.98,0.27,1.95,23.35,/,/,/,/,煤气厂,,
JM(M-S16)2,3478.6179,7712.0127,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(M-S16)3,3455.759,7711.0893,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,8.27,1.51,/,/,/,煤气厂,,
JM(M-S16)3,3455.759,7711.0893,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,5.9,17.4,/,/,/,煤气厂,,
JM(M-S16)3,3455.759,7711.0893,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.11,0.48,/,/,/,煤气厂,,
JM(M-S16)4,3458.3708,7688.5063,0.5,0-0.5,0,0.5,,/,8.6,5.5,5.6,1.2,4.5,2.51,0.43,/,/,/,煤气厂,,
JM(M-S16)4,3458.3708,7688.5063,1.5,1.0-1.5,1,1.5,,/,0.2,0.3,0.2,<0.1,0.1,0.68,<0.0019,/,/,/,煤气厂,,
JM(M-S16)4,3458.3708,7688.5063,4,3.5-4.0,3.5,4,,/,0.5,0.4,0.3,<0.1,0.2,14.6,<0.0019,/,/,/,煤气厂,,
E-S2,3475.9285,7742.795,4,3.5-4.0,3.5,4,,/,4.4,7.3,2.7,0.6,2.4,51.7,/,/,/,/,煤气厂,,
JM(E-S2)1,3486.1583,7735.7849,0.5,0-0.5,0,0.5,,/,55.02,62.85,27.12,6.65,26.84,74.31,/,/,/,/,煤气厂,,
JM(E-S2)1,3486.1583,7735.7849,1.5,1.0-1.5,1,1.5,,/,2.2,4,1.5,0.4,1.1,22.4,/,/,/,/,煤气厂,,
JM(E-S2)1,3486.1583,7735.7849,4,3.5-4.0,3.5,4,,/,0.3,0.3,0.2,<0.1,0.1,13.4,/,/,/,/,煤气厂,,
JM(E-S2)2,3486.4745,7757.8776,0.5,0-0.5,0,0.5,,/,0.2,0.3,0.3,<0.1,0.1,0.96,/,/,/,/,煤气厂,,
JM(E-S2)2,3486.4745,7757.8776,1.5,1.0-1.5,1,1.5,,/,<0.1,0.2,<0.2,<0.1,<0.1,0.34,/,/,/,/,煤气厂,,
JM(E-S2)2,3486.4745,7757.8776,4,3.5-4.0,3.5,4,,/,0.6,1,0.6,0.1,0.3,3.68,/,/,/,/,煤气厂,,
JM(E-S2)3,3464.9224,7750.3423,0.5,0-0.5,0,0.5,,/,55.1,76.2,45.6,6.3,23.2,1194,/,/,/,/,煤气厂,,
JM(E-S2)3,3464.9224,7750.3423,1.5,1.0-1.5,1,1.5,,/,4.3,10.4,5.5,0.7,2.3,204,/,/,/,/,煤气厂,,
JM(E-S2)3,3464.9224,7750.3423,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.12,/,/,/,/,煤气厂,,
JM(E-S2)4,3466.9041,7729.8505,0.5,0-0.5,0,0.5,,/,17.5,16.8,13.3,1.9,7.9,13.5,<0.0019,/,/,/,煤气厂,,
JM(E-S2)4,3466.9041,7729.8505,1.5,1.0-1.5,1,1.5,,/,0.5,0.5,0.3,<0.1,0.2,4.56,<0.0019,/,/,/,煤气厂,,
JM(E-S2)4,3466.9041,7729.8505,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,5.48,/,/,/,/,煤气厂,,
JM(E-S3)2,3516.7344,7779.4271,0.5,0-0.5,0,0.5,,/,0.4,0.9,0.6,0.1,0.5,0.1,/,/,/,/,煤气厂,,
JM(E-S3)2,3516.7344,7779.4271,1.5,1.0-1.5,1,1.5,,/,0.6,1.6,0.8,0.2,0.6,0.11,/,/,/,/,煤气厂,,
JM(E-S3)3,3497.2226,7773.5251,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.14,/,/,/,/,煤气厂,,
JM(E-S3)3,3497.2226,7773.5251,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S3)4,3499.2443,7751.0422,0.5,0-0.5,0,0.5,,/,0.7,1.5,0.8,0.1,0.4,9.15,/,/,/,/,煤气厂,,
JM(E-S3)4,3499.2443,7751.0422,1.5,1.0-1.5,1,1.5,,/,4,6.1,5.2,0.8,3,12.6,/,/,/,/,煤气厂,,
JM(E-S3)4,3499.2443,7751.0422,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
E-S4,3524.7026,7801.5213,4,3.5-4.0,3.5,4,,/,1.9,3.3,1.5,0.3,1.2,34.9,/,/,/,/,煤气厂,,
JM(E-S4)1,3535.6093,7792.8759,0.5,0-0.5,0,0.5,,/,0.5,0.8,0.5,0.1,0.4,0.23,/,/,/,/,煤气厂,,
JM(E-S4)1,3535.6093,7792.8759,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,12,/,/,/,/,煤气厂,,
JM(E-S4)1,3535.6093,7792.8759,4,3.5-4.0,3.5,4,,/,1.26,2.8,1.5,0.2,0.7,51.17,/,/,/,/,煤气厂,,
JM(E-S4)2,3533.348,7812.428,0.5,0-0.5,0,0.5,,/,0.2,0.4,0.3,<0.1,0.2,0.33,/,/,/,/,煤气厂,,
JM(E-S4)2,3533.348,7812.428,1.5,1.0-1.5,1,1.5,,/,0.3,0.6,0.4,0.1,0.2,1.16,/,/,/,/,煤气厂,,
JM(E-S4)2,3533.348,7812.428,4,3.5-4.0,3.5,4,,/,<0.1,0.2,<0.2,<0.1,<0.1,0.1,/,/,/,/,煤气厂,,
JM(E-S4)3,3514.0672,7810.4983,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.78,/,/,/,/,煤气厂,,
JM(E-S4)3,3514.0672,7810.4983,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.29,/,/,/,/,煤气厂,,
JM(E-S4)3,3514.0672,7810.4983,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.39,/,/,/,/,煤气厂,,
JM(E-S4)4,3516.0182,7790.0775,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S4)4,3516.0182,7790.0775,1.5,1.0-1.5,1,1.5,,/,0.4,0.6,0.3,0.1,0.2,4.8,/,/,/,/,煤气厂,,
JM(E-S4)4,3516.0182,7790.0775,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.14,/,/,/,/,煤气厂,,
JM(E-S8)1,3503.3198,7819.8512,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.12,/,/,/,/,煤气厂,,
JM(E-S8)1,3503.3198,7819.8512,1.5,1.0-1.5,1,1.5,,/,0.5,0.5,1.6,0.2,0.9,<0.09,/,/,/,/,煤气厂,,
JM(E-S8)2,3501.5186,7840.375,0.5,0-0.5,0,0.5,,/,0.3,0.2,0.4,<0.1,0.2,0.21,/,/,/,/,煤气厂,,
JM(E-S8)2,3501.5186,7840.375,1.5,1.0-1.5,1,1.5,,/,25.3,14.3,14.1,2.7,12.3,1364,/,/,/,/,煤气厂,,
JM(E-S8)2,3501.5186,7840.375,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S8)3,3481.5947,7838.0707,0.5,0-0.5,0,0.5,,/,19.7,11.1,13,2.2,10.1,1071,/,/,/,/,煤气厂,,
JM(E-S8)3,3481.5947,7838.0707,1.5,1.0-1.5,1,1.5,,/,0.8,0.6,0.7,0.1,0.4,0.18,/,/,/,/,煤气厂,,
JM(E-S8)4,3483.899,7818.1468,0.5,0-0.5,0,0.5,,/,0.2,<0.1,0.1,<0.1,<0.1,5.04,/,/,/,/,煤气厂,,
JM(E-S8)4,3483.899,7818.1468,1.5,1.0-1.5,1,1.5,,/,3.6,2.1,3.1,0.4,2.2,4.88,/,/,/,/,煤气厂,,
JM(E-S8)4,3483.899,7818.1468,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)1,3475.5566,7781.4702,0.5,0-0.5,0,0.5,,/,1.5,1.1,1.3,0.2,1,5.37,/,/,/,/,煤气厂,,
JM(E-S7)1,3475.5566,7781.4702,1.5,1.0-1.5,1,1.5,,/,16.2,8.9,7.1,4,7.8,4.09,/,/,/,/,煤气厂,,
JM(E-S7)1,3475.5566,7781.4702,4,3.5-4.0,3.5,4,,/,2,1,1.2,0.2,1,1.64,/,/,/,/,煤气厂,,
JM(E-S7)1,3475.5566,7781.4702,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)2,3473.3884,7804.9221,0.5,0-0.5,0,0.5,,/,6.5,1.9,7.8,1.4,5.3,2.82,/,/,/,/,煤气厂,,
JM(E-S7)2,3473.3884,7804.9221,1.5,1.0-1.5,1,1.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)2,3473.3884,7804.9221,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)3,3449.602,7801.8343,0.5,0-0.5,0,0.5,,/,26.7,15.3,14.6,3.4,13.6,9.16,/,/,/,/,煤气厂,,
JM(E-S7)3,3449.602,7801.8343,1.5,1.0-1.5,1,1.5,,/,29.52,30.93,16.15,<0.1,12.72,6.74,/,/,/,/,煤气厂,,
JM(E-S7)3,3449.602,7801.8343,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)4,3453.1522,7778.4233,0.5,0-0.5,0,0.5,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)4,3453.1522,7778.4233,1.5,1.0-1.5,1,1.5,,/,0.2,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S7)4,3453.1522,7778.4233,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.18,/,/,/,/,煤气厂,,
E-S5,3416.3366,7741.1964,4,3.5-4.0,3.5,4,,/,42.9,37.9,29.4,4.3,14,432,/,/,/,/,煤气厂,,
E-S5,3416.3366,7741.1964,7,6.5-7.0,6.5,7,,/,6,6.6,4.5,0.6,2,74.8,/,/,/,/,煤气厂,,
E-S5,3416.3366,7741.1964,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,/,/,/,/,煤气厂,,
JM(E-S5)1,3427.4469,7732.3896,0.5,0-0.5,0,0.5,,/,48.9,59.5,32,1.8,16.2,69.4,/,/,/,/,煤气厂,,
JM(E-S5)1,3427.4469,7732.3896,1.5,1.0-1.5,1,1.5,,/,139,184,85.9,16.6,46,375,/,/,/,/,煤气厂,,
JM(E-S5)1,3427.4469,7732.3896,4,3.5-4.0,3.5,4,,/,2,2.2,1.7,0.3,0.9,4.15,/,/,/,/,煤气厂,,
JM(E-S5)1,3427.4469,7732.3896,6,5.5-6.0,5.5,6,,/,13.2,17.2,15.6,2,4.2,16.5,/,/,/,/,煤气厂,,
JM(E-S5)1,3427.4469,7732.3896,8,7.5-8.0,7.5,8,,/,<0.1,<0.1,<0.2,<0.1,<0.1,<0.09,<0.0019,/,/,/,煤气厂,,
JM(E-S5)2,3425.9757,7751.5929,0.5,0-0.5,0,0.5,,/,237,169,172,9.3,69.5,3670,/,/,/,/,煤气厂,,
JM(E-S5)2,3425.9757,7751.5929,1.5,1.0-1.5,1,1.5,,/,11.1,7.5,7.4,1.2,5.1,321,/,/,/,/,煤气厂,,
JM(E-S5)2,3425.9757,7751.5929,4,3.5-4.0,3.5,4,,/,<0.1,<0.1,<0.2,<0.1,<0.1,16.6,/,/,/,/,煤气厂,,
JM(E-S5)2,3425.9757,7751.5929,6,5.5-6.0,5.5,6,,/,<0.1,<0.1,<0.2,<0.1,<0.1,0.16,/,/,/,/,煤气厂,,
JM(E-S5)3,3405.2263,7750.0032,0.5,0-0.5,0,0.5,,/,18.1,11.5,12.2,<0.1,10,30.8,/,/,/,/,煤气厂,,
JM(E-S5)3,3405.2263,7750.0032,1.5,1.0-1.5,1,1.5,,/,19.9,11.4,14.5,2.8,10.9,33.3,/,/,/,/,煤气厂,,
